Identifikationsnr	Typ av objekt	Objekt	Alternativt nummer-Institutionsintern katalog/lista	Titel	Motiv-beskrivning	Avbildade - orter	Namn-Fotograf	Motiv-klassifikation-SAB	Motiv-ämnesord	Referens-Arkivreferenser	Rättigheter
TEKA0118598	Foto	Skioptikonbild med motiv från Paris. Petit Palais vid världsutställning Exposition Universelle, 1900.  Bilden har förvarats i kartong märkt: ?	SKC4233	Petit Palais	Skioptikonbild med motiv från Paris. Petit Palais vid världsutställning Exposition Universelle, 1900.   Bilden har förvarats i kartong märkt: ?	Paris (Frankrike (FR))	Curman, Sigurd	Arkitektur<Ic>	champ, château, d'eau, de, exposition, mars, stadsbild, universelle, världsutställning	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118600	Foto	Skioptikonbild med motiv från Paris. Sevres vid världsutställningen Exposition Universelle, 1900. Bilden har förvarats i kartong märkt: ?	SKC4235	Tillverkaren Sevres paviljong	Skioptikonbild med motiv från Paris. Sevres vid världsutställningen Exposition Universelle, 1900.  Bilden har förvarats i kartong märkt: ?	Paris (Frankrike (FR))	Curman, Sigurd	Arkitektur<Ic>	exposition, stadsbild, universelle, världsutställning	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118611	Foto	Skioptikonbild med motiv av Chateau de Bourbon nära Vichy. Bilden har förvarats i kartong märkt: Vichy, omgifningar.	SKC4246	Chateau de Bourbon	Skioptikonbild med motiv av Chateau de Bourbon nära Vichy.  Bilden har förvarats i kartong märkt: Vichy, omgifningar.	Vichy, FR (Frankrike)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	châteaux, katedral, kyrka, slott	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118612	Foto	Skioptikonbild med motiv av Chateau de Bourbon nära Vichy. Bilden har förvarats i kartong märkt: Vichy, omgifningar.	SKC4247	Chateau de Bourbon-Busset	Skioptikonbild med motiv av Chateau de Bourbon nära Vichy.  Bilden har förvarats i kartong märkt: Vichy, omgifningar.	Vichy, FR (Frankrike)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	châteaux, katedral, kyrka, slott	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118617	Foto	Skioptikonbild från Chateldon, med motiv mot Château de Chateldon. Bilden har förvarats i kartong märkt: Vichy	SKC4252	Vue de Chateldon	Skioptikonbild från Chateldon, med motiv mot Château de Chateldon.  Bilden har förvarats i kartong märkt: Vichy	Cusset, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	gata, häst, kärra, skjul, stadsbild, vagn	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118619	Foto	Skioptikonbild med motiv från närheten av Vichy, Frankrike. Bilden har förvarats i kartong märkt: Vichy	SKC4254	I omgivningarna av Vichy	Skioptikonbild med motiv från närheten av Vichy, Frankrike.  Bilden har förvarats i kartong märkt: Vichy	Cusset, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118620	Foto	Skioptikonbild med motiv av kyrka i Cusset, Frankrike. Bilden har förvarats i kartong märkt: Vichy	SKC4255	I omgivningarna till Vichy	Skioptikonbild med motiv av kyrka i Cusset, Frankrike.  Bilden har förvarats i kartong märkt: Vichy	Cusset, FR (Frankrike)	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	katedral, kyrka, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118622	Foto	Skioptikonbild med motiv av folksamling vid marknadsstånd på Place de la Republique i Cusset, Frankrike. Bilden har förvarats i kartong märkt: Vichy	SKC4257	Place de la Republique	Skioptikonbild med motiv av folksamling vid marknadsstånd på Place de la Republique i Cusset, Frankrike.  Bilden har förvarats i kartong märkt: Vichy	Cusset, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	gatuförsäljnig, marknadsstånd, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118623	Foto	Skioptikonbild med motiv från torget Place Victor Hugo i Cusset, Frankrike. Bilden har förvarats i kartong märkt: Vichy	SKC4258	Place Victor Hugo	Skioptikonbild med motiv från torget Place Victor Hugo i Cusset, Frankrike.  Bilden har förvarats i kartong märkt: Vichy	Cusset, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	hus, marknadsstånd, stadsbild, torgmarknad	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118625	Foto	Skioptikonbild med motiv från torget Place Victor Hugo i Cusset, Frankrike. Bilden har förvarats i kartong märkt: Vichy	SKC4260	Place Victor Hugo, Cusset	Skioptikonbild med motiv från torget Place Victor Hugo i Cusset, Frankrike.  Bilden har förvarats i kartong märkt: Vichy	Cusset, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	hus, marknadsstånd, stadsbild, torgmarknad	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118627	Foto	Skioptikonbild med motiv från Berlin. Bilden har förvarats i kartong märkt: ?	SKC4262	Villa i Berlin	Skioptikonbild med motiv från Berlin.  Bilden har förvarats i kartong märkt: ?	Berlin (Tyskland (DE))	Curman, Sigurd	Arkitektur<Ic>	hus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118628	Foto	Skioptikonbild med motiv från stationen Berlin-Grunewald. Bilden har förvarats i kartong märkt: ?	SKC4263	Stationshuset Berlin-Grunewald	Skioptikonbild med motiv från stationen Berlin-Grunewald.  Bilden har förvarats i kartong märkt: ?	Berlin (Tyskland (DE))	Curman, Sigurd	Arkitektur<Ic>	hund, hus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118629	Foto	Skioptikonbild med motiv från Berlin. Bilden har förvarats i kartong märkt: ?	SKC4264	Villa i Berlin	Skioptikonbild med motiv från Berlin.  Bilden har förvarats i kartong märkt: ?	Berlin (Tyskland (DE))	Curman, Sigurd	Arkitektur<Ic>	hus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118630	Foto	Skioptikonbild med motiv från Berlin. Bilden har förvarats i kartong märkt: ?	SKC4265	Villor vid vatten	Skioptikonbild med motiv från Berlin.  Bilden har förvarats i kartong märkt: ?	Berlin (Tyskland (DE))	Curman, Sigurd	Arkitektur<Ic>	hus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118631	Foto	Skioptikonbild med motiv från Berlin. Bilden har förvarats i kartong märkt: ?	SKC4266	Gatumotiv från Berlin	Skioptikonbild med motiv från Berlin.  Bilden har förvarats i kartong märkt: ?	Berlin (Tyskland (DE))	Curman, Sigurd	Arkitektur<Ic>	hus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118632	Foto	Skioptikonbild med motiv av domkyrkan i Berlin, Berliner Dom. Bilden har förvarats i kartong märkt: ?	SKC4267	Berliner Dom	Skioptikonbild med motiv av domkyrkan i Berlin, Berliner Dom.  Bilden har förvarats i kartong märkt: ?	Berlin (Tyskland (DE))	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	berliner, dom, domkyrka, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118636	Foto	Skioptikonbild med motiv av Kaiser Wilhelm Gedächtniskirche, Berlin. Bilden har förvarats i kartong märkt: ?	SKC4271	Kaiser Wilhelm Gedächtniskirche	Skioptikonbild med motiv av Kaiser Wilhelm Gedächtniskirche, Berlin.  Bilden har förvarats i kartong märkt: ?	Berlin (Tyskland (DE))	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	gedachtnis, kaiser, katedral, kirche, kyrka, stadsbild, wilhelm	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118644	Foto	Skioptikonbild med motiv från världsutställningen i Paris, 1900. Bilden har förvarats i kartong märkt: ?	SKC4279	Världsutställningen 1900	Skioptikonbild med motiv från världsutställningen i Paris, 1900.  Bilden har förvarats i kartong märkt: ?	Paris (Frankrike (FR))	Curman, Sigurd	Allmänna utställningar<Bh>	exposition, stadsbild, universelle, världsutställning	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118645	Foto	Skioptikonbild med motiv från kyrkan Sacre Coeur i Paris. Bilden har förvarats i kartong märkt: ?	SKC4280	Sacre Cour i Paris	Skioptikonbild med motiv från kyrkan Sacre Coeur i Paris.  Bilden har förvarats i kartong märkt: ?	Paris (Frankrike (FR))	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	coeur, kyrka, paris, sacre, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118646	Foto	Skioptikonbild med motiv från Rue de Rivoli vid Hôtel de Ville, Paris. Bilden har förvarats i kartong märkt: ?	SKC4281	Rue de Rivoli, Hötel de Ville	Skioptikonbild med motiv från Rue de Rivoli vid Hôtel de Ville, Paris.  Bilden har förvarats i kartong märkt: ?	Paris (Frankrike (FR))	Curman, Sigurd	Arkitektur<Ic>	stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118647	Foto	Skioptikonbild med motiv från världsutställningen i Paris, 1900. i bakgrunden skymtar Palais des Mines. Bilden har förvarats i kartong märkt: ?	SKC4282	Palais des Mines	Skioptikonbild med motiv från världsutställningen i Paris, 1900. i bakgrunden skymtar Palais des Mines.  Bilden har förvarats i kartong märkt: ?	Paris (Frankrike (FR))	Curman, Sigurd	Allmänna utställningar<Bh>	des, exposition, mines, palais, stadsbild, universelle, världsutställning	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118649	Foto	Skioptikonbild med motiv från Köpenhamn. Rundetårn i bakgrunden. Bilden har förvarats i kartong märkt: Kjöpenhamn. 1.	SKC4284	Köpenhamn vid Rundetårn	Skioptikonbild med motiv från Köpenhamn. Rundetårn i bakgrunden.  Bilden har förvarats i kartong märkt: Kjöpenhamn. 1.	Köpenhamn (Danmark (DK))	Curman, Sigurd	Arkitektur<Ic>	ekipage, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118657	Foto	Skioptikonbild med torgmotiv från Gammeltorvet i Köpenhamn. I bakgrunden St Petri kirke. Bilden har förvarats i kartong märkt: ?	SKC4292	Gammeltorv, Köpenhamn	Skioptikonbild med torgmotiv från Gammeltorvet i Köpenhamn. I bakgrunden St Petri kirke.  Bilden har förvarats i kartong märkt: ?	Köpenhamn (Danmark (DK))	Curman, Sigurd		hus, stadsbild, torg	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118668	Foto	Skioptikonbild med motiv från gata i franska Vichy. Bilden har förvarats i kartong märkt: Vichy, Thiers, Plermont	SKC4303	Gata i Vichy	Skioptikonbild med motiv från gata i franska Vichy.  Bilden har förvarats i kartong märkt: Vichy, Thiers, Plermont	Vichy, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	hus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118673	Foto	Skioptikonbild med motiv från Vichy Frankrike. Bilden har förvarats i kartong märkt: Vichy, Thiers, Plermont.	SKC4308	Gatumotiv från Vichy	Skioptikonbild med motiv från Vichy Frankrike.  Bilden har förvarats i kartong märkt: Vichy, Thiers, Plermont.	Vichy, FR (Frankrike)	Curman, Sigurd	Arkitektur<Ic>	korsvirkeshus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118676	Foto	Skioptikonbild med motiv från gränd i Stuttgart. Bilden har förvarats i kartong märkt: Stuttgart 1. Esslingen 4. Reutlingen 2. II.	SKC4311	Gränd i Stuttgart	Skioptikonbild med motiv från gränd i Stuttgart.  Bilden har förvarats i kartong märkt: Stuttgart 1. Esslingen 4. Reutlingen 2. II.	Stuttgart (Tyskland (DE))	Curman, Sigurd	Arkitektur<Ic>	barn, gränd, hus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118677	Foto	Skioptikonbild med motiv av Stiftskirche, Stuttgart med Schiller monumentet på högra sidan, 1901. Bilden har förvarats i kartong märkt: Stuttgart 1. Esslingen 4. Reutlingen 2. II.	SKC4312	Schillerplatz i Stuttgart	Skioptikonbild med motiv av Stiftskirche, Stuttgart med Schiller monumentet på högra sidan, 1901.  Bilden har förvarats i kartong märkt: Stuttgart 1. Esslingen 4. Reutlingen 2. II.	Stuttgart (Tyskland (DE))	Curman, Sigurd	Byggnader för särskilda ändamål, ex. slott, kyrkor<Icd>	die, katedral, kyrka, marienkirche, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118681	Foto	Skioptikonbild med motiv från Reutlingen. I bakgrunden syns ett gästhus. Bilden har förvarats i kartong märkt: Stuttgart 1. Esslingen 4. Reutlingen 2. II.	SKC4316	Gatumotiv från Reutlingen	Skioptikonbild med motiv från Reutlingen. I bakgrunden syns ett gästhus.  Bilden har förvarats i kartong märkt: Stuttgart 1. Esslingen 4. Reutlingen 2. II.	Reutlingen, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	gästhus, hus, kärra, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118773	Foto	Skioptikonbild med motiv från gata i Hildesheim. I bakgrunden syns St. Andreas Kirche. Bilden har förvarats i kartong märkt: Hildesheim. Serien E.	SKC4408	Vid Alter Markt i Hildesheim	Skioptikonbild med motiv från gata i Hildesheim. I bakgrunden syns St. Andreas Kirche.  Bilden har förvarats i kartong märkt: Hildesheim. Serien E.	Hildesheim, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	andreas, hus, häst, katedral, kirche, kyrka, kärra, stadsbild, vagn	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118775	Foto	Skioptikonbild med motiv från Hildesheim. Bilden har förvarats i kartong märkt: Hildesheim. Serien E.	SKC4410	Motiv från Hildesheim	Skioptikonbild med motiv från Hildesheim.  Bilden har förvarats i kartong märkt: Hildesheim. Serien E.	Hildesheim, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	korsvirkeshus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118776	Foto	Skioptikonbild med motiv från Hildesheim. Bilden har förvarats i kartong märkt: Hildesheim. Serien E. Text på bild: Hildesheim 1901"."	SKC4411	Motiv från Hildesheim	Skioptikonbild med motiv från Hildesheim.  Bilden har förvarats i kartong märkt: Hildesheim. Serien E. Text på bild: Hildesheim 1901"."	Hildesheim, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	korsvirkeshus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118783	Foto	Skioptikonbild med motiv från gata i Hildesheim. Bilden har förvarats i kartong märkt: Hildesheim. VIII.	SKC4418	Gata i Hildesheim	Skioptikonbild med motiv från gata i Hildesheim.  Bilden har förvarats i kartong märkt: Hildesheim. VIII.	Hildesheim, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	korsvirkeshus, kvinna, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118785	Foto	Skioptikonbild med motiv från Hildesheim. Vinhandel vid Marktplatz. Bilden har förvarats i kartong märkt: Hildesheim. VIII. Text på bild: Gelinsplat"."	SKC4420	Marktplatz i Hildesheim	Skioptikonbild med motiv från Hildesheim. Vinhandel vid Marktplatz.  Bilden har förvarats i kartong märkt: Hildesheim. VIII. Text på bild: Gelinsplat"."	Hildesheim, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	korsvirkeshus, stadsbild, torg, vinhandel	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118786	Foto	Skioptikonbild med motiv av apotek vid rådhuset i Hildesheim. Bilden har förvarats i kartong märkt: Hildesheim. VIII. Text på bild: Gelinsplat"."	SKC4421	Ratsapotheke i Hildesheim	Skioptikonbild med motiv av apotek vid rådhuset i Hildesheim.  Bilden har förvarats i kartong märkt: Hildesheim. VIII. Text på bild: Gelinsplat"."	Hildesheim, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	apotek, rådhusplats, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118793	Foto	Skioptikonbild med motiv från Göteborg. Louis Enders Jugendhus från 1901 på Föreningsgatan, fotot taget från Västergatan ned mot Annedal. Arbetarebostäderna från andra hälften av 1800-talet på varder	SKC4428	Västergatan mot Annedal, Göteborg	Skioptikonbild med motiv från Göteborg.  Louis Enders Jugendhus från 1901 på Föreningsgatan, fotot taget från Västergatan ned mot Annedal. Arbetarebostäderna från andra hälften av 1800-talet på vardera sida är rivna sedermera, men spårvagnsspåren ligger kvar (2012). Stenhusen ligger dock kvar i ett stråk längs Carl Grimbergsgatan något kvarter mot sydöst, längs Nilssons berg.	Västra Götaland, Göteborg, Göteborg (Sverige (SE))	Curman, Sigurd	Arkitektur<Ic>	arbetarbostad, enders, föreningsgatan, jugendhus, louis, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118795	Foto	Skioptikonbild med motiv från Göteborg vid sekelskiftet 1900.	SKC4430	Göteborg vid sekelskiftet 1900	Skioptikonbild med motiv från Göteborg vid sekelskiftet 1900.	Västra Götaland, Göteborg, Göteborg (Sverige (SE))	Curman, Sigurd	Arkitektur<Ic>	ekipage, hus, häst, stadsbild, vagn	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118797	Foto	Skioptikonbild med motiv från Köpenhamn vid sekelskiftet 1900.	SKC4432	Gammeltorv med Vor Frue Kirke i bakgrunden	Skioptikonbild med motiv från Köpenhamn vid sekelskiftet 1900.	Köpenhamn (Danmark (DK))	Curman, Sigurd	Arkitektur<Ic>	stadsbild, torg	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118798	Foto	Skioptikonbild med motiv från Köpenhamn. Rådhuset, sett från Tivolisjön. Bilden har förvarats i kartong märkt: ?	SKC4433	Rådhuset i Köpenhamn	Skioptikonbild med motiv från Köpenhamn. Rådhuset, sett från Tivolisjön.  Bilden har förvarats i kartong märkt: ?	Köpenhamn (Danmark (DK))	Curman, Sigurd	Arkitektur<Ic>	kanal, rådhus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118799	Foto	Skioptikonbild med motiv från Amagertorv i Köpenhamn vid sekelskiftet 1900. Bilden har förvarats i kartong märkt: ?	SKC4434	Amagertorv i Köpenhamn	Skioptikonbild med motiv från Amagertorv i Köpenhamn vid sekelskiftet 1900.  Bilden har förvarats i kartong märkt: ?	Köpenhamn (Danmark (DK))	Curman, Sigurd	Arkitektur<Ic>	gata, hus, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118806	Foto	Skioptikonbild med motiv av gata i Iphofen. St Veit kyrka i bakgrunden. Bilden har förvarats i kartong märkt: ?	SKC4441	Gatuvy från Iphofen	Skioptikonbild med motiv av gata i Iphofen. St Veit kyrka i bakgrunden.  Bilden har förvarats i kartong märkt: ?	Iphofen, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	hus, kvinna, man, stadsbild	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
TEKA0118808	Foto	Skioptikonbild med motiv från bakgård i Iphofen. Möjligen i närheten av den stora kyrkan, mot Roedelseer Tor. Bilden har förvarats i kartong märkt: ?	SKC4443	Bakgård i Iphofen	Skioptikonbild med motiv från bakgård i Iphofen. Möjligen i närheten av den stora kyrkan, mot Roedelseer Tor.  Bilden har förvarats i kartong märkt: ?	Iphofen, DE (Tyskland)	Curman, Sigurd	Arkitektur<Ic>	bakgård, kärra, roedelseer, stadsbild, tor, trappa, vagn	Arkivreferenser: Sigurd Curmans arkiv / Tekniska museet (SC-K1-1)	Public Domain
